customer_id,customer_segment,contract_type,monthly_fee,total_revenue,support_tickets,payment_failures,nps_score,churn,churn_probability,predicted_churn,expected_monthly_loss,expected_revenue_at_risk
CUST_00062,SME,Yearly,20,700,2,0,39,1,0.2894563407953597,0,5.789126815907194,202.6194385567518
CUST_00063,Individual,Monthly,20,700,1,0,94,0,0.6716206568876627,1,13.432413137753255,470.1344598213639
CUST_00064,Individual,Yearly,10,120,3,1,33,0,0.2894563407953597,0,2.894563407953597,34.734760895443166
CUST_00065,Individual,Monthly,30,1080,3,0,67,0,0.2894563407953597,0,8.683690223860792,312.6128480589885
CUST_00066,Individual,Monthly,50,1050,2,1,0,0,0.2894563407953597,0,14.472817039767985,303.9291578351277
CUST_00067,SME,Yearly,20,960,1,1,-39,0,0.5993042411759889,0,11.986084823519779,575.3320715289493
CUST_00068,Individual,Quarterly,20,860,1,0,-2,0,0.2894563407953597,0,5.789126815907194,248.93245308400935
CUST_00069,Individual,Quarterly,50,400,2,0,79,0,0.2894563407953597,0,14.472817039767985,115.78253631814388
CUST_00070,Enterprise,Monthly,20,540,1,0,100,0,0.2894563407953597,0,5.789126815907194,156.30642402949425
CUST_00071,Individual,Yearly,10,90,1,1,-33,0,0.6701749170223941,1,6.701749170223941,60.31574253201546
CUST_00072,SME,Yearly,30,840,1,0,1,0,0.2894563407953597,0,8.683690223860792,243.14332626810216
CUST_00073,Enterprise,Monthly,50,1500,1,1,53,0,0.2894563407953597,0,14.472817039767985,434.18451119303955
CUST_00074,Enterprise,Monthly,30,420,3,0,44,0,0.2894563407953597,0,8.683690223860792,121.57166313405108
CUST_00075,SME,Quarterly,50,1150,1,0,26,0,0.2894563407953597,0,14.472817039767985,332.87479191466366
CUST_00076,Individual,Yearly,50,1450,0,1,1,0,0.6709045975780855,1,33.54522987890427,972.811666488224
CUST_00077,Enterprise,Quarterly,70,1820,1,0,15,0,0.2894563407953597,0,20.261943855675177,526.8105402475546
CUST_00078,SME,Yearly,50,1100,1,1,39,0,0.2894563407953597,0,14.472817039767985,318.40197487489564
CUST_00079,SME,Monthly,20,300,1,0,-64,0,0.2894563407953597,0,5.789126815907194,86.8369022386079
CUST_00080,Individual,Yearly,20,1020,2,1,-42,0,0.2894563407953597,0,5.789126815907194,295.2454676112669
CUST_00081,Enterprise,Monthly,10,90,3,1,1,0,0.2894563407953597,0,2.894563407953597,26.051070671582373
CUST_00082,SME,Monthly,20,520,2,0,10,0,0.2894563407953597,0,5.789126815907194,150.51729721358706
CUST_00083,SME,Monthly,20,340,1,0,5,0,0.2894563407953597,0,5.789126815907194,98.4151558704223
CUST_00084,Individual,Quarterly,50,450,1,0,39,0,0.2894563407953597,0,14.472817039767985,130.25535335791187
CUST_00085,Individual,Monthly,20,60,0,1,88,0,0.7315306641320964,1,14.630613282641928,43.89183984792579
CUST_00086,Enterprise,Yearly,50,2850,1,0,15,0,0.2894563407953597,0,14.472817039767985,824.9505712667751
CUST_00087,Individual,Yearly,100,1600,2,0,22,0,0.5894093179322054,0,58.94093179322054,943.0549086915287
CUST_00088,Individual,Quarterly,50,650,0,0,80,0,0.2894563407953597,0,14.472817039767985,188.1466215169838
CUST_00089,SME,Monthly,50,1300,3,0,-27,0,0.2894563407953597,0,14.472817039767985,376.2932430339676
CUST_00090,Individual,Monthly,30,510,0,0,61,0,0.2894563407953597,0,8.683690223860792,147.62273380563346
CUST_00091,Individual,Monthly,20,640,2,0,8,0,0.6701749170223941,1,13.403498340447882,428.91194689433223
CUST_00092,Individual,Quarterly,10,240,3,0,-7,0,0.2894563407953597,0,2.894563407953597,69.46952179088633
CUST_00093,Individual,Monthly,30,1620,1,0,75,0,0.2894563407953597,0,8.683690223860792,468.9192720884827
CUST_00094,Individual,Quarterly,20,1140,0,0,35,0,0.2894563407953597,0,5.789126815907194,329.98022850671003
CUST_00095,Individual,Quarterly,30,1080,3,0,16,0,0.6891213433350484,1,20.673640300051453,744.2510508018522
CUST_00096,Individual,Quarterly,30,1590,1,0,-13,0,0.2894563407953597,0,8.683690223860792,460.2355818646219
CUST_00097,SME,Monthly,30,660,1,0,-33,1,0.5996075174525634,0,17.9882255235769,395.7409615186918
CUST_00098,Enterprise,Quarterly,20,180,1,0,-69,0,0.2894563407953597,0,5.789126815907194,52.102141343164746
CUST_00099,Individual,Monthly,20,440,1,0,24,0,0.5894093179322054,0,11.788186358644108,259.3400998901704
CUST_00100,Individual,Monthly,10,410,1,0,-4,0,0.2894563407953597,0,2.894563407953597,118.67709972609748
CUST_00101,Individual,Yearly,20,1000,0,1,-31,1,0.6716206568876627,1,13.432413137753255,671.6206568876627
CUST_00102,SME,Monthly,50,2300,2,2,35,0,0.5263651790572894,0,26.318258952864472,1210.6399118317656
CUST_00103,Enterprise,Yearly,20,400,1,0,-3,0,0.2894563407953597,0,5.789126815907194,115.78253631814388
CUST_00104,Individual,Monthly,20,60,1,0,13,0,0.663712835435685,1,13.2742567087137,39.8227701261411
CUST_00105,Individual,Monthly,30,1080,3,3,-43,0,0.5867449771317194,0,17.60234931395158,633.6845753022569
CUST_00106,SME,Monthly,50,1650,2,0,12,0,0.2894563407953597,0,14.472817039767985,477.6029623123435
CUST_00107,SME,Yearly,20,360,3,1,-30,0,0.2894563407953597,0,5.789126815907194,104.20428268632949
CUST_00108,Individual,Yearly,10,360,0,0,-44,0,0.2894563407953597,0,2.894563407953597,104.20428268632949
CUST_00109,SME,Monthly,10,100,0,2,15,1,0.5883010854522042,0,5.883010854522041,58.83010854522042
CUST_00110,SME,Monthly,50,1800,4,0,-2,0,0.2894563407953597,0,14.472817039767985,521.0214134316475
CUST_00111,Enterprise,Quarterly,30,630,0,0,26,0,0.2894563407953597,0,8.683690223860792,182.3574947010766
CUST_00112,Individual,Yearly,20,500,0,1,37,0,0.2894563407953597,0,5.789126815907194,144.72817039767986
CUST_00113,Enterprise,Quarterly,20,980,0,1,48,0,0.2894563407953597,0,5.789126815907194,283.6672139794525
CUST_00114,Individual,Yearly,10,400,0,0,-65,0,0.2894563407953597,0,2.894563407953597,115.78253631814388
CUST_00115,SME,Monthly,50,2550,1,0,10,0,0.2894563407953597,0,14.472817039767985,738.1136690281672
CUST_00116,Individual,Quarterly,50,450,1,1,-52,0,0.2894563407953597,0,14.472817039767985,130.25535335791187
CUST_00117,Individual,Quarterly,70,3360,0,0,8,0,0.2894563407953597,0,20.261943855675177,972.5733050724086
CUST_00118,SME,Monthly,20,540,1,0,5,0,0.5993002702666944,0,11.986005405333888,323.62214594401496
CUST_00119,Individual,Quarterly,10,560,0,0,31,0,0.2894563407953597,0,2.894563407953597,162.09555084540142
CUST_00120,Individual,Yearly,20,1120,1,1,-34,0,0.2894563407953597,0,5.789126815907194,324.19110169080284
CUST_00121,Individual,Yearly,20,1140,3,0,6,0,0.2894563407953597,0,5.789126815907194,329.98022850671003
CUST_00122,Individual,Monthly,30,450,0,1,36,0,0.2894563407953597,0,8.683690223860792,130.25535335791187
CUST_00123,Individual,Monthly,10,520,4,0,-17,0,0.2894563407953597,0,2.894563407953597,150.51729721358706
CUST_00124,Enterprise,Monthly,20,640,3,1,85,0,0.2894563407953597,0,5.789126815907194,185.2520581090302
CUST_00125,Individual,Monthly,70,3360,3,2,-15,0,0.741707068885149,1,51.919494821960434,2492.135751454101
CUST_00126,Individual,Yearly,50,2650,2,1,31,0,0.2894563407953597,0,14.472817039767985,767.0593031077032
CUST_00127,Individual,Monthly,10,440,0,0,50,0,0.6564511740701972,0,6.564511740701971,288.83851659088674
CUST_00128,Individual,Quarterly,10,550,3,2,-78,1,0.5876915212258721,0,5.876915212258721,323.23033667422965
CUST_00129,Individual,Monthly,30,1500,2,0,42,0,0.2894563407953597,0,8.683690223860792,434.18451119303955
CUST_00130,Individual,Quarterly,70,2730,2,1,-17,0,0.2894563407953597,0,20.261943855675177,790.2158103713319
CUST_00131,Individual,Monthly,30,480,1,0,15,0,0.2894563407953597,0,8.683690223860792,138.93904358177267
CUST_00132,Individual,Monthly,20,560,2,0,3,0,0.2894563407953597,0,5.789126815907194,162.09555084540142
CUST_00133,SME,Monthly,100,5100,1,0,26,0,0.2894563407953597,0,28.94563407953597,1476.2273380563345
CUST_00134,SME,Quarterly,10,60,2,1,40,0,0.2894563407953597,0,2.894563407953597,17.367380447721583
CUST_00135,Individual,Quarterly,10,60,0,0,17,0,0.2894563407953597,0,2.894563407953597,17.367380447721583
CUST_00136,Individual,Monthly,10,380,2,0,5,1,0.2894563407953597,0,2.894563407953597,109.99340950223669
CUST_00137,SME,Monthly,10,580,1,0,75,1,0.7657006185570414,1,7.657006185570414,444.106358763084
CUST_00138,Individual,Quarterly,30,1410,3,0,87,0,0.2894563407953597,0,8.683690223860792,408.1334405214572
CUST_00139,Enterprise,Yearly,20,40,0,1,9,0,0.6769723031608488,1,13.539446063216975,27.07889212643395
CUST_00140,Individual,Monthly,100,4100,1,0,-9,0,0.2894563407953597,0,28.94563407953597,1186.7709972609748
CUST_00141,Individual,Monthly,50,2000,3,0,-26,0,0.2894563407953597,0,14.472817039767985,578.9126815907194
CUST_00142,SME,Monthly,20,140,3,1,-51,0,0.2894563407953597,0,5.789126815907194,40.523887711350355
CUST_00143,SME,Monthly,20,540,1,1,75,0,0.2894563407953597,0,5.789126815907194,156.30642402949425
CUST_00144,Individual,Monthly,70,1960,1,0,36,0,0.2894563407953597,0,20.261943855675177,567.334427958905
CUST_00145,Individual,Quarterly,10,160,1,0,30,0,0.2894563407953597,0,2.894563407953597,46.31301452725755
CUST_00146,Individual,Yearly,50,2350,1,0,7,0,0.2894563407953597,0,14.472817039767985,680.2224008690953
CUST_00147,Enterprise,Monthly,30,270,1,1,-23,0,0.2894563407953597,0,8.683690223860792,78.15321201474713
CUST_00148,SME,Quarterly,30,1560,1,0,52,0,0.2894563407953597,0,8.683690223860792,451.55189164076114
CUST_00149,Individual,Quarterly,30,450,1,0,-3,0,0.2894563407953597,0,8.683690223860792,130.25535335791187
CUST_00150,Individual,Yearly,20,680,0,2,41,0,0.5286808299500367,0,10.573616599000735,359.50296436602497
CUST_00151,Individual,Quarterly,30,600,0,1,44,0,0.2894563407953597,0,8.683690223860792,173.6738044772158
CUST_00152,Individual,Yearly,50,700,0,0,28,0,0.2894563407953597,0,14.472817039767985,202.6194385567518
CUST_00153,Individual,Quarterly,30,1740,2,1,12,0,0.2894563407953597,0,8.683690223860792,503.6540329839259
CUST_00154,SME,Yearly,20,220,3,0,53,0,0.2894563407953597,0,5.789126815907194,63.68039497497914
CUST_00155,Individual,Monthly,10,300,0,0,38,0,0.2894563407953597,0,2.894563407953597,86.8369022386079
CUST_00156,Individual,Monthly,10,30,2,0,5,0,0.6598559349519303,0,6.598559349519303,19.79567804855791
CUST_00157,SME,Yearly,20,40,0,1,12,1,0.7689085432439928,1,15.378170864879856,30.75634172975971
CUST_00158,Individual,Quarterly,10,500,1,1,23,0,0.2894563407953597,0,2.894563407953597,144.72817039767986
CUST_00159,Individual,Monthly,100,1400,1,0,33,0,0.2894563407953597,0,28.94563407953597,405.2388771135036
CUST_00160,Individual,Yearly,10,560,1,0,3,0,0.2894563407953597,0,2.894563407953597,162.09555084540142
CUST_00161,Individual,Monthly,100,2900,1,0,26,0,0.2894563407953597,0,28.94563407953597,839.4233883065432
CUST_00162,SME,Monthly,50,250,0,1,21,0,0.6875207858184098,1,34.37603929092049,171.88019645460244
CUST_00163,SME,Quarterly,10,440,0,2,3,1,0.5906113936394697,0,5.906113936394696,259.86901320136667
CUST_00164,Individual,Quarterly,20,920,3,0,23,0,0.2894563407953597,0,5.789126815907194,266.29983353173094
CUST_00165,Individual,Quarterly,100,600,3,2,65,0,0.5892368636146573,0,58.923686361465734,353.5421181687944
CUST_00166,Individual,Monthly,10,80,3,0,71,0,0.2894563407953597,0,2.894563407953597,23.156507263628775
CUST_00167,Individual,Yearly,10,390,1,0,100,0,0.2894563407953597,0,2.894563407953597,112.88797291019029
CUST_00168,Individual,Yearly,70,2730,0,1,100,0,0.2894563407953597,0,20.261943855675177,790.2158103713319
CUST_00169,Individual,Monthly,30,1320,2,0,20,0,0.2894563407953597,0,8.683690223860792,382.0823698498748
CUST_00170,Individual,Monthly,10,290,1,0,18,0,0.2894563407953597,0,2.894563407953597,83.94233883065431
CUST_00171,Individual,Monthly,50,1950,2,0,11,0,0.2894563407953597,0,14.472817039767985,564.4398645509514
CUST_00172,SME,Yearly,20,880,1,1,36,0,0.2894563407953597,0,5.789126815907194,254.72157989991655
CUST_00173,SME,Yearly,20,540,0,1,36,0,0.2894563407953597,0,5.789126815907194,156.30642402949425
CUST_00174,Enterprise,Quarterly,70,1120,1,0,61,0,0.2894563407953597,0,20.261943855675177,324.19110169080284
CUST_00175,Individual,Yearly,10,270,0,0,-10,1,0.6716206568876627,1,6.716206568876627,181.33757735966893
CUST_00176,SME,Quarterly,70,2730,1,0,19,0,0.2894563407953597,0,20.261943855675177,790.2158103713319
CUST_00177,SME,Monthly,50,2000,3,1,32,0,0.2894563407953597,0,14.472817039767985,578.9126815907194
CUST_00178,Enterprise,Monthly,10,10,1,0,73,0,0.6810845874233806,1,6.810845874233806,6.810845874233806
CUST_00179,Individual,Monthly,20,900,2,0,-36,0,0.2894563407953597,0,5.789126815907194,260.51070671582374
CUST_00180,SME,Monthly,30,1530,0,1,26,0,0.2894563407953597,0,8.683690223860792,442.8682014169003
CUST_00181,Individual,Quarterly,20,660,1,0,90,0,0.2894563407953597,0,5.789126815907194,191.0411849249374
CUST_00182,SME,Monthly,20,1120,1,0,13,0,0.2894563407953597,0,5.789126815907194,324.19110169080284
CUST_00183,Individual,Monthly,30,1500,3,0,37,0,0.2894563407953597,0,8.683690223860792,434.18451119303955
CUST_00184,SME,Monthly,30,1170,0,1,72,0,0.2894563407953597,0,8.683690223860792,338.66391873057086
CUST_00185,SME,Quarterly,20,1080,1,1,-44,0,0.2894563407953597,0,5.789126815907194,312.6128480589885
CUST_00186,Individual,Yearly,100,2700,1,0,65,0,0.2894563407953597,0,28.94563407953597,781.5321201474712
CUST_00187,Individual,Yearly,10,170,0,0,9,0,0.6571826123211331,0,6.571826123211331,111.72104409459263
CUST_00188,Individual,Quarterly,20,300,0,0,-18,0,0.2894563407953597,0,5.789126815907194,86.8369022386079
CUST_00189,Individual,Quarterly,50,1100,2,2,58,0,0.7550808620617764,1,37.75404310308882,830.588948267954
CUST_00190,Individual,Monthly,30,1710,0,1,94,1,0.6716206568876627,1,20.14861970662988,1148.4713232779031
CUST_00191,Individual,Monthly,10,190,0,1,-1,0,0.2894563407953597,0,2.894563407953597,54.996704751118344
CUST_00192,SME,Monthly,20,560,2,0,5,0,0.2894563407953597,0,5.789126815907194,162.09555084540142
CUST_00193,Individual,Monthly,30,690,3,0,95,0,0.2894563407953597,0,8.683690223860792,199.7248751487982
CUST_00194,SME,Quarterly,30,1080,2,0,33,0,0.2894563407953597,0,8.683690223860792,312.6128480589885
CUST_00195,SME,Monthly,20,980,0,0,2,0,0.2894563407953597,0,5.789126815907194,283.6672139794525
CUST_00196,Enterprise,Quarterly,10,390,2,0,16,0,0.2894563407953597,0,2.894563407953597,112.88797291019029
CUST_00197,SME,Monthly,20,960,1,0,57,1,0.5979836340593018,0,11.959672681186035,574.0642886969297
CUST_00198,Individual,Monthly,10,490,0,2,1,0,0.561493257947565,0,5.61493257947565,275.13169639430686
CUST_00199,SME,Yearly,10,590,0,0,92,0,0.6716206568876627,1,6.716206568876627,396.25618756372097
CUST_00200,Individual,Monthly,20,400,2,0,14,0,0.2894563407953597,0,5.789126815907194,115.78253631814388
CUST_00201,Enterprise,Monthly,10,470,2,0,3,0,0.2894563407953597,0,2.894563407953597,136.04448017381907
CUST_00202,SME,Monthly,10,90,2,2,72,0,0.5898897232394823,0,5.898897232394823,53.09007509155341
CUST_00203,SME,Monthly,70,3710,0,0,77,0,0.2894563407953597,0,20.261943855675177,1073.8830243507846
CUST_00204,Individual,Quarterly,30,690,0,1,-20,0,0.6716206568876627,1,20.14861970662988,463.41825325248726
CUST_00205,Individual,Quarterly,30,1350,2,0,-32,0,0.5806612472122918,0,17.419837416368754,783.892683736594
CUST_00206,SME,Monthly,20,140,1,1,71,0,0.2894563407953597,0,5.789126815907194,40.523887711350355
CUST_00207,SME,Yearly,20,620,1,1,15,0,0.2894563407953597,0,5.789126815907194,179.462931293123
CUST_00208,Individual,Quarterly,20,1020,0,0,-6,0,0.5832434082488405,0,11.66486816497681,594.9082764138172
CUST_00209,Enterprise,Monthly,10,110,4,0,-17,0,0.2894563407953597,0,2.894563407953597,31.84019748748957
CUST_00210,Individual,Monthly,50,2000,2,1,53,0,0.2894563407953597,0,14.472817039767985,578.9126815907194
CUST_00211,SME,Quarterly,20,340,3,1,-53,0,0.2894563407953597,0,5.789126815907194,98.4151558704223
CUST_00212,SME,Quarterly,70,2520,4,0,63,0,0.2894563407953597,0,20.261943855675177,729.4299788043064
CUST_00213,Individual,Monthly,20,520,0,1,-2,0,0.2894563407953597,0,5.789126815907194,150.51729721358706
CUST_00214,Individual,Monthly,50,1800,2,0,-4,0,0.2894563407953597,0,14.472817039767985,521.0214134316475
CUST_00215,SME,Monthly,20,360,0,1,17,0,0.2894563407953597,0,5.789126815907194,104.20428268632949
CUST_00216,Individual,Monthly,100,5400,1,1,-27,0,0.2894563407953597,0,28.94563407953597,1563.0642402949425
CUST_00217,Individual,Monthly,20,620,2,0,-4,1,0.7670378885771765,1,15.34075777154353,475.56349091784944
CUST_00218,SME,Yearly,70,3430,2,2,-37,0,0.5838334064717418,0,40.86833845302192,2002.5485841980742
CUST_00219,SME,Quarterly,50,1750,0,0,-4,0,0.2894563407953597,0,14.472817039767985,506.54859639187947
CUST_00220,Individual,Quarterly,20,820,4,1,30,0,0.2894563407953597,0,5.789126815907194,237.35419945219496
CUST_00221,Individual,Monthly,70,1960,0,0,-1,0,0.6716206568876627,1,47.01344598213639,1316.376487499819
CUST_00222,Individual,Monthly,10,260,0,0,42,0,0.2894563407953597,0,2.894563407953597,75.25864860679353
CUST_00223,SME,Monthly,10,60,2,1,35,0,0.2894563407953597,0,2.894563407953597,17.367380447721583
CUST_00224,Individual,Quarterly,30,1020,0,0,36,0,0.2894563407953597,0,8.683690223860792,295.2454676112669
CUST_00225,SME,Monthly,70,1960,2,0,8,0,0.6694572567071294,1,46.86200796949906,1312.1362231459736
CUST_00226,SME,Monthly,20,880,1,0,27,0,0.2894563407953597,0,5.789126815907194,254.72157989991655
CUST_00227,Individual,Monthly,10,470,1,0,7,0,0.2894563407953597,0,2.894563407953597,136.04448017381907
CUST_00228,Individual,Yearly,10,90,0,1,-50,0,0.2894563407953597,0,2.894563407953597,26.051070671582373
CUST_00229,Enterprise,Quarterly,50,1450,1,0,-28,0,0.2894563407953597,0,14.472817039767985,419.7116941532716
CUST_00230,Individual,Monthly,50,1700,1,0,17,0,0.2894563407953597,0,14.472817039767985,492.0757793521115
CUST_00231,SME,Quarterly,30,360,0,0,-29,0,0.2894563407953597,0,8.683690223860792,104.20428268632949
CUST_00232,Enterprise,Quarterly,10,160,1,2,81,0,0.5869242237306265,0,5.869242237306265,93.90787579690024
CUST_00233,Enterprise,Monthly,10,70,1,2,17,1,0.5892368636146573,0,5.892368636146573,41.24658045302601
CUST_00234,Individual,Monthly,30,930,3,1,-43,0,0.2894563407953597,0,8.683690223860792,269.1943969396845
CUST_00235,Individual,Yearly,100,3300,1,0,26,0,0.2894563407953597,0,28.94563407953597,955.205924624687
CUST_00236,Enterprise,Monthly,10,530,1,0,51,0,0.2894563407953597,0,2.894563407953597,153.41186062154065
CUST_00237,SME,Yearly,70,490,0,0,-46,0,0.5823867588535329,0,40.7670731197473,285.3695118382311
CUST_00238,Individual,Monthly,70,210,2,2,38,0,0.7433434689476989,1,52.03404282633892,156.10212847901676
CUST_00239,Individual,Monthly,70,1400,0,1,68,1,0.2894563407953597,0,20.261943855675177,405.2388771135036
CUST_00240,Individual,Monthly,30,150,0,0,12,0,0.7436280061852868,1,22.308840185558605,111.54420092779301
CUST_00241,SME,Quarterly,30,90,0,0,27,0,0.6742376125521922,1,20.227128376565766,60.6813851296973
CUST_00242,Individual,Yearly,10,470,1,0,47,0,0.2894563407953597,0,2.894563407953597,136.04448017381907
CUST_00243,SME,Monthly,10,380,0,1,36,0,0.2894563407953597,0,2.894563407953597,109.99340950223669
CUST_00244,SME,Monthly,10,150,1,0,31,0,0.2894563407953597,0,2.894563407953597,43.41845111930395
CUST_00245,SME,Monthly,30,1050,1,1,13,0,0.2894563407953597,0,8.683690223860792,303.9291578351277
CUST_00246,SME,Yearly,30,1680,0,0,42,0,0.6556011607540545,0,19.668034822621635,1101.4099500668115
CUST_00247,SME,Quarterly,20,460,1,1,5,0,0.2894563407953597,0,5.789126815907194,133.14991676586547
